"id","texto"
192,"Esta postura está sentada en la carta encíclica Humani Generis del Papa Pio XII: https://es.catholic.net/op/articulos/21657/cat/133/acepta-la-iglesia-la-teoria-de-la-evolucion.html"
193,"Génesis 1, 20-31 Génesis 1, 1-5 , La Biblia – Latinoamerica, Edición revisada 2005, texto íntegro traducido del hebreo y del griego."
194,"Explicación teológica sobre la Divina Trinidad: https://www.aciprensa.com/noticias/12-claves-para-comprender-el-dogma-de-la-santisima-trinidad-54580"
195,"Explicación teológica, sobre quien es el Espíritu Santo: https://www.aciprensa.com/recursos/quien-es-el-espiritu-santo-2226"
196,"“Summa Demoniaca”,tratado de demonología y manual de exorcistas,2018, José Antonio Fortea,pág. 24"
197,"Biografía del Cardenal Robert Sarah https://www.aciprensa.com/noticias/87559/cardenal-sarah-nombrado-miembro-de-este-importante-dicasterio-de-la-curia-romana"
198,"Biografía de Anselm Grun https://gcloyola.com/1000-anselm-gruen-osb"
199,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 38"
200,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 28"
201,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 29."
202,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 121"
203,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 24"
204,"El latín “Novermi me, Noverim Te”, significa: “que me conozca a mi mismo y así te conoceré”, San Agustín http://buscandoadios.dominicos.org/articulos/noverim-me-noverim-te/"
205,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 129"
206,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 79"
207,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 20"
208,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca , 2017, pág 13."
209,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 160"
210,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 52"
211,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, págs 54 y 55"
212,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, págs 56"
213,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, págs 35"
214,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 17"
215,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 36"
216,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 100"
217,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 110"
218,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 92"
219,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 58"
220,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 169"
221,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 275"
222,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, págs 171 y 172"
223,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 78"
224,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 107"
225,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 179"
226,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 211"
227,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 224"
228,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 251"
229,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 233"
230,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 252"
231,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 256"
232,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 119"
233,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 67"
234,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 124"
235,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 127"
236,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 220"
237,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 209"
238,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 252"
239,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 95"
240,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 21"
241,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 23"
242,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 25"
243,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 26"
244,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 70"
245,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 29"
246,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 136"
247,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 41"
248,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 44"
249,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 43"
250,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 169"
251,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 170"
252,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 102"
253,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 46"
254,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 238"
255,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 58"
256,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 60"
257,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 48"
258,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 93"
259,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 195"
260,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 33"
261,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 173"
262,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 63"
263,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 96"
264,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 178"
265,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 100"
266,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 173"
267,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 175"
268,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 176"
269,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 36"
270,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 97"
271,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 198"
272,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 40"
273,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 46"
274,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 57"
275,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 62"
276,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 175"
277,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 256"
278,"“La sabiduría de los padres del desierto”, Anselm Grün, Ediciones sígueme Salamanca,2017, pág 5"
279,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 118"
280,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 70"
281,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 246"
282,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 184"
283,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 34"
284,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 104"
285,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 168"
286,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 60"
287,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 47"
288,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 71"
289,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 206"
290,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 25"
291,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 200"
292,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 250"
293,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 68"
294,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 262"
295,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 181"
296,"“La fuerza del silencio”, Cardenal Robert Sarah con Nicolas Diat, Junio 2019, pág 201"
297,"Quien desee profundizar en ella, puede acudir a Santo Tomas de Aquino  (Italia, 1224 - 1274), fraile teólogo y filósofo, Doctor de la iglesia Católica, perteneciente a la orden de predicadores; autor de Summa Teológica, un tratado de teología del siglo XIII, de gran influencia en la Cristiandad.https://hjg.com.ar/sumat/"
298,"La palabra “don” indica algo que se recibe así, sin más, como regalo, como señal de alguien que nos ama y nos quiere alegrar con un objeto concreto o con un gesto profundo de cariño. HYPERLINK ""https://es.catholic.net/op/articulos/30246/cat/884/el-don-de-la-fe.html"" \l ""modal""https://es.catholic.net/op/articulos/30246/cat/884/el-don-de-la-fe.html#modal"
299,"Biografía de San John Henry Newman https://www.vaticannews.va/es/santos/10/09/san-john-henry-newman.html"
300,"“Fifteen Sermons Preached before the University of Oxford between A.A.1826 and A.D.1843” , Sermon 12. Love the Safeguard of Faith against Superstition, Jhon Henry Newman: http://www.newmanreader.org/works/oxford/sermon12.html"
301,"Biografía de Albert Einstein https://www.biografiasyvidas.com/monografia/einstein/"
302,"Biografía de Walter Isaacson https://es.wikipedia.org/wiki/Walter_Isaacson"
303,"“Einstein, su vida y su universo”. Walter Isaacson, Mayo 2017,páginas 68, 118, 119. "
304,"Biografía de David Hilbert https://www.biografiasyvidas.com/biografia/h/hilbert.htm"
305,"Biografía de Erwin Freundlich https://es.wikipedia.org/wiki/Erwin_Finlay-Freundlich"
306," Einstein, su vida y su universo, Walter Isaacson página 35."
307,"Materia que llena el universo, concepto respaldado por Isaac Newton y la ciencia de la época https://es.wikipedia.org/wiki/%C3%89ter_(elemento)"
308,"Gramática del asentimiento, John Henry Newman, ediciones encuentro , Madrid, 2020, páginas 51-74."
309,"Premio Novel en Física en 1965 https://www.nobelprize.org/prizes/physics/1965/feynman/biographical/"
310,"Primera sesión de tres, de las lecturas Messenger, Abril 28 de 2014. “Boltzman y la flecha del tiempo”, Universidad de Cornell, EEUU por Leonard Susskind, profesor y fundador del instituto de física teoría de la universidad de Stanford y amigo personal de  Richard Feynman. https://youtu.be/n7eW-xPEvoQ?si=1NTZoJOVP1ZoUwFC"
311,"Leó Szilaárd: https://es.wikipedia.org/wiki/Le%C3%B3_Szil%C3%A1rd"
312,"Gramática del asentimiento, John Henry Newman, ediciones encuentro , Madrid, 2020, páginas 51-74."
313,"Gramática del asentimiento, John Henry Newman, ediciones encuentro , Madrid, 2020, página 93"
314,"El abad San Antonio -  HYPERLINK ""https://es.catholic.net/op/articulos/7656/san-antonio-abad-inaugurador-de-la-vida-eremitica"" \l ""modal""https://es.catholic.net/op/articulos/7656/san-antonio-abad-inaugurador-de-la-vida-eremitica#modal"
315,"San Antonio Abad , “Vida de San Antonio”, Conferencia de comunidades monásticas del cono sur, cuadernos Monásticos, año 10, número 33-34 (1975) 171-234,Introducción, traducción y notas por los monjes de isla Liquiña - No.77 https://surco.org/sites/default/files/Vida_de_San_Antonio.pdf"
316,"El término sobrenatural aplica solo a Dios, admite algo que no está al alcance del conocimiento racional; pero algo sobre lo que actúa el ejercicio de la razón permitido unicamente por Dios y en su amor divino. Es una posición difícilmente aceptable cuando se considera al cerebro humano, como la única fuente con la capacidad potencial de explicarlo todo, aún la trascendencia humana."
